image_path,crowding,confidence
Teeth or Dental Image Dataset/Lower Front/LF 0062.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0063.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0064.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0065.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0066.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0067.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0068.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0069.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0070.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0071.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0072.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0073.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0074.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0075.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0076.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0077.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0078.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0079.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0080.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0081.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0082.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0083.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0084.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0085.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0086.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0087.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0088.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0089.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0090.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0091.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0092.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0093.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0094.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0096.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0097.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0098.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0099.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0100.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0101.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0102.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0103.jpg,0,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0104.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0105.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0106.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0107.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0108.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0109.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0110.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0111.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0112.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0113.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0114.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0115.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0116.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0117.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0118.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0119.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0120.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0121.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0122.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0123.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0124.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0125.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0126.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0127.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0128.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0129.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0130.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0131.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0132.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0133.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0134.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0135.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0136.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0137.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0138.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0139.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0140.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0141.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0142.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0143.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0144.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0145.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0146.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0149.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0150.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0151.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0153.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0154.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0155.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0156.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0157.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0158.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0159.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0160.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0161.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0162.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0163.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0164.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0165.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0166.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0168.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0169.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0170.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0171.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0172.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0173.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0174.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0175.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0176.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0177.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0178.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0179.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0180.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0181.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0182.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0183.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0184.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0186.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0187.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0188.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0189.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0190.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0191.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0192.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0193.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0194.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0195.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0196.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0197.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0198.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0199.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0200.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0201.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0202.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0203.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0204.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0205.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0206.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0207.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0208.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0209.jpg,0,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0210.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0211.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0212.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0213.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0214.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0215.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0216.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0217.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0218.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0219.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0220.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0221.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0222.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0223.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0224.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0225.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0226.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0228.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0229.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0230.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0231.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0232.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0233.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0234.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0235.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0236.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0237.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0238.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0239.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0240.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0241.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0242.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0243.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0244.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0246.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0247.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0248.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0249.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0250.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0251.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0252.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0253.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0254.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0256.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0257.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0258.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0259.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0260.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0261.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0262.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0263.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0264.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0265.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0266.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0267.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0268.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0269.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0270.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0271.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0272.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0274.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0275.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0276.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0277.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0279.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0280.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0281.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0282.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0283.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0284.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0285.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0286.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0287.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0288.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0289.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0290.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0291.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0292.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0293.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0294.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0295.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0297.jpg,0,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0298.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0299.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0300.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0301.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0302.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0303.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0304.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0306.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0307.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0308.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0309.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0310.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0311.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0312.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0313.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0314.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0315.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0316.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0317.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0318.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0319.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0320.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0321.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0322.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0323.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0324.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0325.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0326.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0327.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0328.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0329.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0330.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0331.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0332.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0333.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0334.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0335.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0336.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0337.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0338.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0339.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0340.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0341.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0342.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0343.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0344.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0345.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0346.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0347.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0348.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0349.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0350.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0351.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0352.jpg,0,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0353.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0354.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0355.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0356.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0357.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0358.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0359.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0360.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0361.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0362.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0363.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0364.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0365.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0366.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0367.jpg,0,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0368.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0369.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0370.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0371.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0373.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0375.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0376.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0378.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0380.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0381.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0382.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0383.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0384.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0385.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0386.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0387.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0388.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0389.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0390.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0391.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0392.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0393.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0394.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0395.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0396.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0397.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0398.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0399.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0400.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0401.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0402.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0403.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0404.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0405.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0406.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0407.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0408.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0409.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0410.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0411.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0412.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0414.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0415.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0416.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0417.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0418.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0419.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0420.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0421.jpg,1,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0422.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0423.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0424.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0425.jpg,0,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0426.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0427.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0428.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0429.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0430.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0431.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0432.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0434.jpg,1,0.90
Teeth or Dental Image Dataset/Lower Front/LF 0435.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0436.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0437.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0438.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0439.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0440.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0441.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0442.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0443.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0444.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0445.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0446.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0447.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0448.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0449.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0450.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0451.jpg,1,0.92
Teeth or Dental Image Dataset/Lower Front/LF 0452.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0453.jpg,0,0.82
Teeth or Dental Image Dataset/Lower Front/LF 0454.jpg,1,0.80
Teeth or Dental Image Dataset/Lower Front/LF 0455.jpg,1,0.95
Teeth or Dental Image Dataset/Lower Front/LF 0456.jpg,1,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0457.jpg,0,0.85
Teeth or Dental Image Dataset/Lower Front/LF 0458.jpg,1,0.92
